0.84,0.1138210392,8332.16
0.96,0.335700397491,21845.88
0.76,0.335742235184,20534.32
0.56,0.396068401337,23396.52
0.4,0.423765916824,24081.44
0.32,0.442220163345,23387.76
0.12,0.466295919418,23544.72
0.08,0.587413644791,28056.12
0.0,0.618584156036,29156.16
0.0,0.70129152298,32199.84
0.0,0.797866926193,34855.08
0.0,0.870460443497,36867.6
0.0,0.952381601334,38953.8
0.0,1.05807107925,41358.08
0.0,1.17157896042,43114.72
0.0,1.27459008217,45449.28
0.0,1.38510339737,48036.56
0.0,1.4886697197,50069.6
0.0,1.63251423836,52689.0
0.0,1.77339375496,55235.84
0.0,1.93088139534,58201.04
0.0,2.09884195328,60996.48
0.0,2.26879067421,63980.0
0.0,2.46248303413,66619.28
0.0,2.62359767914,69212.88
